Zone,Circle_Name,Division_Name,SubStation_Name,Feeder_Name,newMeterNumber,3/1/2026,3/2/2026,3/3/2026,3/4/2026,3/5/2026,3/6/2026,3/7/2026,3/8/2026,3/9/2026,3/10/2026,3/11/2026,3/12/2026,3/13/2026,3/14/2026,3/15/2026,3/16/2026,3/17/2026,3/18/2026,3/19/2026,3/20/2026,3/21/2026,3/22/2026,3/23/2026,3/24/2026,3/25/2026,3/26/2026,3/27/2026,3/28/2026,3/29/2026,3/30/2026,3/31/2026,4/1/2026,4/2/2026,4/3/2026,4/4/2026,4/5/2026,4/6/2026,4/7/2026,4/8/2026,4/9/2026,4/10/2026,4/11/2026,4/12/2026,4/13/2026,4/14/2026,Avg_Duration_Per_Day
VARANASI,EUDC I VARANASI,"EUDD MADHAULI, VARANASI",33/11 KV DPH,LAHARATARA,SC10293060,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,22.5,23.5,24,24,24,23,24,24,23,24,24,24,24,24,24,24,24,24,23,null,24,22.5,24,24,24,24,24,24,24,23.85227273
VARANASI,EDC GHAZIPUR,"EDD JANGIPUR,GHAZIPUR",33/11 KV MAHRAUR,MAHRAUR,SC10293229,19.5,20.5,19,21,24,19.5,19,20,19.5,19.5,null,19.5,17,20,18,18.5,19,18.5,19.5,19.5,17,22.5,21,20.5,18.5,14,17,16.5,16.5,15,15,15,15,13,15,13.5,14,14.5,15,16,16,15,15.5,15.5,14,17.53409091
VARANASI,EDC-CHANDAULI,EDD MUGALSARAI,132/33/11 KV SAHUPURI SUBSTATION,MILKIPUR,SC10293317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0
PRAYAGRAJ,EDC I PRAYAGRAJ,"EDD YAMUNAPAR,PRAYAGRAJ",33/11 KV GANJA,NASIRPUR,SC10349387,21.5,19.5,17.5,20,24,21,18.5,null,19,17.5,21,18,19,18.5,18.5,19.5,19,18,19,19,18.5,22.5,17.5,18.5,16,18,17,15,18,18,17.5,19,14,18,16.5,14,13,16.5,15,14.5,18,15,12,17,17,17.81818182
PRAYAGRAJ,EDC II PRAYAGRAJ,EDD FAFAMAU,33/11 KV HOLAGARH,ALLAHABAD AGRO,SC10349503,23.5,19.5,19,21,24,22,19.5,23.5,19.5,22.5,23.5,24,22.5,20,20,22,17.5,20,19.5,20,20.5,24,23.5,21,19.5,20,19.5,20,19,20.5,19.5,19,12.5,20,16.5,17.5,23,21.5,21,22.5,22,22,20.5,20,20,20.62222222
VARANASI,EDC VARANASI,"EDD BARAIPUR, VARANASI",33/11 KV DEENDASPUR,DEENDASPUR,SC10349742,24,24,24,24,24,23,24,23,24,23.5,24,24,23,22.5,24,23,23,23,23.5,24,23,22.5,24,22.5,24,23,23.5,23,24,24,24,24,23,24,23,22.5,24,23.5,23.5,24,24,20.5,23.5,24,23,23.45555556
VARANASI,EDC VARANASI,"EDD BARAIPUR, VARANASI",33/11 KV SEWAPURI,SATTANPUR,SC10349852,23.5,24,24,23.5,24,24,24,22.5,24,23.5,19.5,23,21.5,23,23.5,24,23.5,23.5,24,23,22,17,24,24,21,23.5,23.5,23,23.5,23.5,24,23,17.5,24,20.5,22,22.5,19,22,15.5,22.5,22.5,23.5,23.5,24,22.58888889
PRAYAGRAJ,EDC KAUSHAMBI,EDD KAUSHAMBI,33/11 KV MANJHANPUR TEHSIL,RURAL PTW,HP8500498,11,10.5,10,11,10.5,null,null,null,null,null,1.5,11,10,11.5,null,10,10.5,10.5,10,10.5,9,8.5,11,9,9.5,10.5,9.5,8.5,9,10,10,9.5,11,5.5,10.5,9,9.5,11.5,8,4.5,8.5,6.5,7.5,9.5,8,9.282051282
MIRZAPUR,EDC-MIRZAPUR,EDD CHUNAR,33/11 KV BHUWALI,PATHRAURA,HP8500755,22.5,19.5,19,19.5,24,19.5,19.5,22.5,18.5,20,21.5,22,22.5,21,null,21,20,20,21,18.5,18.5,19,21,20,20.5,16.5,18.5,17.5,16.5,16.5,16.5,17.5,16.5,16.5,13.5,15,15,16,17,17.5,14.5,15,15,16,15.5,18.48863636
MIRZAPUR,EDC BHADOHI,EDD I BHADOHI,33/11 KV Chauri,Mai,HP8500773,22.5,21,19.5,null,24,20,19.5,null,20,24,23,22,21.5,19.5,20.5,21,19,18.5,20,19,18,22.5,22.5,19,19.5,19.5,19.5,18.5,20,20.5,19.5,20.5,16.5,20.5,16,19,22,21.5,19.5,21,22,22,19.5,21.5,20,20.34883721
AZAMGARH,EDC II AZAMGARH,"EDD KAPTANGANJ,AZAMGARH",33/11 KV ORA,ORA,HP9000473,18.5,19,20.5,20.5,24,19.5,19,20.5,20.5,20.5,20,19.5,18,20.5,19.5,20,19,19,20.5,20,17,20.5,23,20,20,20,20.5,20.5,13.5,19.5,19.5,19,16.5,15.5,null,18,9.5,18,17.5,19.5,21.5,17,19.5,17.5,16,19.03409091
VARANASI,EDC-CHANDAULI,"EDD SAKALDIHA,CHANDAULI",33/11 KV MARUFPUR,TANDA,HP9000947,20.5,18,18,19,24,18.5,18.5,21.5,18,19,null,24,24,18,18,18,18,18,19,18,17,14.5,17.5,19,18.5,18,18,13.5,16.5,17.5,18,18.5,15,19,null,15.5,14.5,16.5,13.5,16.5,15,15,15,14.5,15,17.70930233
VARANASI,EDC-CHANDAULI,EDD CHANDAULI,33/11 KV BILARIDHIH,Substation bilaridih,HP9001057,21.5,21,20,21.5,23.5,22,16,16.5,18,20.5,21,22.5,23,20,20.5,20.5,18.5,18,17,17.5,17.5,16.5,21,19,18.5,17,19,19.5,17.5,19,16.5,16.5,14.5,8,null,9,11,8,9.5,19,17,11.5,16,15.5,8.5,17.36363636
VARANASI,EDC VARANASI,EDD CHIRAIGAON,33/11 KV PALAHIPATTI,RAJAPUR,HP9001067,24,21,24,24,24,24,23.5,23.5,24,21,24,24,23.5,23.5,24,24,24,24,24,22.5,23.5,19,24,24,24,24,24,20.5,22.5,24,24,24,22.5,22.5,null,22.5,23.5,24,22,24,24,21.5,22,24,23.5,23.27272727
AZAMGARH,EDC BALLIA,"EDD BAIRIYA,BALLIA",33/11 KV BARRIA TEHSIL,Rani Ganj  Town,HP9001115,9.5,10.5,11,12.5,16.5,16.5,9.5,11.5,14.5,15.5,16.5,16,18.5,16.5,15,16.5,17,19.5,18.5,16.5,18,14,9,12,8,15.5,15,10.5,12.5,17,17.5,23,16,18.5,20,20.5,19,19.5,16,16.5,15.5,21,15,15,20,15.61111111
PRAYAGRAJ,EDC PRATAPGARH,"EDD KUNDA,PRATAPGARH",33/11 KV JETHWARA,DERWA,SC10292615,23.5,22.5,22,23,24,22.5,22.5,24,22.5,24,24,24,24,22.5,22,23.5,20.5,21,22,21.5,20,18,23.5,21.5,22,22,22.5,19.5,17.5,22.5,22.5,22.5,16.5,20.5,21,20.5,16.5,24,21.5,20.5,22,19,19,21.5,19.5,21.58888889
PRAYAGRAJ,EDC KAUSHAMBI,EDD KAUSHAMBI,33/11 KV DEVKHAR PUR,GOSAI PTW,SC10292817,10,10,10,10,10,9.5,10,10,9.5,10,10,10,9.5,10,9.5,7.5,10,null,9.5,10,9.5,10,10,10,9.5,10,10,10,9,10,10,7.5,10,7,7.5,5.5,6,6.5,7,7.5,8,5,5.5,6,7.5,8.852272727
VARANASI,EDC GHAZIPUR,"EDD JANGIPUR,GHAZIPUR",33/11 KV DULLAHPUR,DULLAHPUR,SC10293265,19.5,18,19.5,19,24,18.5,19.5,18.5,18.5,19.5,19.5,19,18.5,19,19.5,18.5,19,17.5,18.5,19.5,14,17.5,15.5,19,18.5,16.5,17,18,18.5,18.5,18,18,17.5,16.5,16.5,15,15.5,17.5,18,17.5,16.5,16.5,15,16.5,15.5,17.91111111
VARANASI,EDC-CHANDAULI,EDD MUGALSARAI,33/11 KV KHAJOORGAON SUBSTATION,AKONI,SC10293332,24,23.5,22.5,23.5,24,24,23.5,23.5,24,24,15,17.5,23.5,24,24,24,22.5,24,24,22.5,20.5,22.5,23,24,24,23.5,24,24,23.5,23.5,24,24,24,24,21.5,23,23.5,null,21.5,23.5,24,24,24,24,24,23.15909091
PRAYAGRAJ,EDC II PRAYAGRAJ,EDD FAFAMAU,33/11 KV SERAWAN,PATEL NAGAR,SC10349491,24,21.5,20.5,22,24,19,19.5,22,19,19,24,19,21,20.5,19.5,23,20.5,20,20.5,20.5,19,22,22,18.5,19.5,19.5,19.5,20,20.5,20.5,20.5,19.5,14.5,17.5,14,19.5,23.5,20.5,20,21,22,19,18,21.5,20,20.24444444
PRAYAGRAJ,EDC PRATAPGARH,EDD LALGANJ,33/11 KV RAMPUR,BHATNI,HP8500238,23.5,21.5,20,17.5,24,null,19.5,24,19.5,22.5,20,21,19.5,20.5,null,21,20.5,19,21,20,17,14,23,21.5,18,20.5,20,20,19.5,20.5,19.5,20,13.5,20.5,19,16,13.5,21.5,13,11.5,21,20.5,15.5,20.5,17,19.3255814
AZAMGARH,EDC BALLIA,EDD III BANSDIH,33/11 KV TURKI DAULATPUR,Belsadi,HP9000012,23.5,18.5,19,21.5,24,19.5,19,24,19.5,17.5,23.5,22,22,20,20,18.5,15,19.5,18.5,18,20.5,12,22,17,18,19,18.5,15.5,9.5,20.5,14.5,18.5,19,13.5,null,12.5,8,15,18,17,15.5,14,13.5,12,13,17.71590909
VARANASI,EDC GHAZIPUR,EDD ZAMANIA,33/11 KV SABBALPUR,SABBALPUR,HP9000238,22.5,21.5,19.5,21.5,24,19,19.5,null,20,23.5,null,21.5,19,20,21,21.5,20,18,19.5,20,20,23.5,22,20.5,20.5,19.5,20,20,19.5,20.5,19.5,20.5,19,19.5,null,16.5,15.5,15.5,15.5,21.5,15.5,14.5,12,16.5,15.5,19.39285714
AZAMGARH,EDC II AZAMGARH,EDD PHOOLPUR,PHOOLPUR,AMBARI,HP9000454,21,19.5,20.5,19,24,18,19,20.5,18.5,20.5,19,21,20,19.5,21,20.5,21,19.5,21,20,19.5,24,22.5,20.5,20,20,20,20.5,18.5,20.5,19.5,19.5,18.5,17.5,null,18,12,19.5,18,20.5,18.5,15,13.5,19.5,17,19.44318182
AZAMGARH,EDC II AZAMGARH,EDD PHOOLPUR,33/11 KV BARAIPUR,BARAIPUR,HP9000467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0
AZAMGARH,EDC I AZAMGARH,"EDD SAGADI,AZAMGARH",33/11 KV AMUARI NARAINPUR,WEST (AMUWARI),HP9001138,20,18.5,19.5,19.5,24,17,19,null,19.5,20,null,20.5,19,20,18.5,20,19,19.5,16,16.5,16.5,16,21.5,19.5,20,20.5,18.5,null,19,18,19.5,18.5,18,18.5,null,15,17,19,16.5,17,19,14.5,13.5,14.5,13.5,18.2804878
VARANASI,EDC VARANASI,"EDD HARAHUA, VARANASI",33/11 KV NEWADA,JAGDISHPUR,HP9001193,24,18.5,24,23.5,23.5,24,24,24,24,22.5,23,24,24,21.5,24,24,20.5,24,24,24,24,21,24,24,24,24,24,23.5,24,24,24,24,24,24,22.5,23.5,23.5,24,23.5,24,24,23.5,24,24,24,23.51111111
MIRZAPUR,EDC SONBHADRA,EDD ROBERTSGANJ,132/33/11 KV CHAPKA,DISTRICT HEAD QUARTER II,SC10292561,24,23,23.5,22,24,24,22,24,23,23.5,24,23.5,24,24,24,22,23.5,24,24,22.5,null,null,null,null,null,null,null,null,null,20.5,24,24,24,24,21.5,21,23.5,23.5,24,24,24,24,20.5,24,23,23.27777778
VARANASI,EUDC II VARANASI,"EUDD VARUNAPAR, VARANASI",33/11 KV LALPUR,CHANDMARI,SC10293007,24,24,24,24,24,24,24,24,24,20.5,null,24,24,24,24,24,24,24,24,24,23,23.5,24,24,24,24,24,23.5,21.5,23.5,24,24,24,24,22,23,24,24,23.5,24,24,24,24,24,24,23.72727273
VARANASI,EUDC II VARANASI,"EUDD VARUNAPAR, VARANASI",33/11 KV ARDALI BAZAR S/S,SADAR BAZAR,SC10293172,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,24,24,24,24,24,24,24,24,24,24,24,24,24,22,23.5,24,24,24,24,24,23.5,23.5,24,24,23.9
VARANASI,EDC GHAZIPUR,EDD GHAZIPUR NAGAR,33/11 KV PEER NAGAR SUBSTATION,KACHEHRI ROAD,SC10293294,24,23.5,24,24,23.5,23.5,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,22.5,22.5,24,24,24,24,24,24,24,24,24,24,24,22.5,23.5,23.5,24,24,24,24,24,24,23.5,24,23.81111111
PRAYAGRAJ,EUDC II PRAYAGRAJ,EUDD MEOHALL,33/11 KV NEW MAYO HALL,SPORTS COMPLEX,SC10349666,3.5,0,2,0.5,0,0,4.5,5.5,1,7.5,10.5,9.5,9,10.5,7,0,11,10.5,9.5,12,10,4,0.5,8.5,7.5,12,9,9,10,1,11,9,11,12.5,11.5,15,10.5,12,10.5,10.5,15,13,10.5,6.5,11,7.888888889
VARANASI,EDC II JAUNPUR,EDD MACHHLISHAHAR,33/11 KV JANGHI,RURAL,SC10349752,16,20.5,19,22,24,19.5,19.5,22.5,19.5,21,null,21.5,22.5,22,21,21.5,20,19.5,21,20,18.5,17.5,17,20,20,19.5,18,17.5,18.5,21,19.5,20,13,19.5,14,17,18.5,21,18.5,19,21,17,15.5,20.5,17,19.34090909
PRAYAGRAJ,EDC FATEHPUR,EDD KHAGA,33/11 KV HATHGAON,AIRYAN,HP8500061,11.5,13,12,14.5,7,12,11,15,13.5,11,14.5,13,11.5,14,null,13.5,12.5,13.5,null,18.5,10.5,15.5,12.5,11,14,12.5,12.5,12,11.5,12,10.5,11.5,6.5,13.5,6.5,7,12.5,18.5,9.5,14,18.5,12,14,16.5,13.5,12.55813953
PRAYAGRAJ,EDC FATEHPUR,EDD KHAGA,33/11 KV KHAKHRERU,KOT,HP8500070,22.5,18,22,23.5,24,23,23,23,21,23.5,20,22.5,17,21.5,21,24,23,19.5,21.5,21.5,16.5,12.5,21,22.5,22.5,null,20.5,21.5,21,21.5,20.5,22.5,10,21,19.5,14.5,11,22.5,15.5,13,22,15,17.5,14,14.5,19.71590909
PRAYAGRAJ,EDC PRATAPGARH,EDD LALGANJ,33/11 KV PAHADPUR,SINGHNI,HP8500202,24,20.5,19.5,21,22.5,19.5,19.5,22,19,23.5,23,22.5,20,21,20.5,21.5,18.5,19,null,19.5,17.5,17,23,19,20,19.5,19.5,19.5,18.5,19.5,19.5,19.5,12.5,20.5,20,18,14,21.5,22,21,21.5,18.5,14,21,16.5,19.76136364
PRAYAGRAJ,EUDC II PRAYAGRAJ,EUDD BAMRAULI,33/11 KV BAMRAULI,11 KV HAPPY HOME,HP8500284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAYAGRAJ,EUDC I PRAYAGRAJ,EUDD KALYANIDEVI,33/11 KV NEW KHUSRU BAGH (IND),RRI,HP8500335,24,24,24,23.5,24,24,24,24,24,24,24,24,23.5,24,21.5,24,24,24,24,24,20.5,24,24,24,24,23,24,24,24,24,24,22,23,23.5,23.5,24,24,24,23.5,21.5,24,24,24,23.5,24,23.65555556
PRAYAGRAJ,EDC FATEHPUR,"EDD BINDAKI,FATEHPUR",BABAI,BABUPUR,HP8500521,11.5,10.5,12,12,11,11,11,11.5,10.5,11.5,10.5,11.5,11,10.5,10.5,10.5,null,null,10.5,10.5,11,8.5,12.5,10.5,10,10.5,10.5,12,11,10.5,11,10.5,9,7,10.5,10.5,7.5,10,10,6,11.5,10.5,11.5,17,18.5,10.8372093
PRAYAGRAJ,EDC FATEHPUR,"EDD BINDAKI,FATEHPUR",33/11 KV BINDKI ROAD,GUNEER,HP8500811,18.5,18,19,19,24,19,19.5,18.5,20.5,19,19,19.5,19,19.5,19,19,19,19,15,19.5,16,15,19,19,18.5,17,18,18.5,18,18.5,18.5,18,9,17.5,14,14,9.5,18.5,12.5,8,17,18.5,18.5,17.5,18.5,17.54444444
VARANASI,EDC VARANASI,"EDD HARAHUA, VARANASI",HARAHUA,SAIGAON,HP9000048,24,24,24,24,24,23,24,null,24,24,null,24,24,24,24,16.5,23.5,24,24,24,24,24,24,24,23,24,24,24,17,24,24,24,24,24,null,23.5,24,24,24,24,24,24,24,24,24,23.58333333
AZAMGARH,EDC I AZAMGARH,EDD AZAMGARH,33/11 KV JAFFARPUR,Ekrampur,HP9000152,24,24,24,23.5,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23,23.5,24,24,24,24,24,23.5,24,24,24,24,24,null,23.5,20,24,21.5,null,24,24,24,24,24,23.75581395
VARANASI,EDC VARANASI,EDD CHIRAIGAON,33/11 KV SINDHORA,DINDASPUR,HP9000212,24,19,21,24,24,24,24,24,24,24,23.5,24,24,23.5,23.5,24,24,24,24,24,23.5,24,24,24,24,24,24,23.5,23.5,24,24,24,24,24,null,23,19.5,24,23.5,23.5,24,23.5,24,24,24,23.59090909
VARANASI,EDC VARANASI,EDD CHIRAIGAON,33/11 KV CHOLAPUR,DHARHARA,HP9000297,24,24,24,24,24,24,23.5,22,24,24,24,24,24,24,24,24,23.5,24,24,24,22.5,19,24,24,24,24,23.5,21,22.5,23.5,23.5,22,21,22,null,22,20.5,23,23.5,null,23,21.5,23.5,24,23.5,23.20930233
AZAMGARH,EDC BALLIA,"EDD BAIRIYA,BALLIA",33/11 KV LOOKDHAM THEKAHA,Thekaha,HP9000365,22,15,22,23,24,20.5,22.5,16,20,19,19,19,22.5,19.5,19.5,18.5,19,19,19.5,19,17,17,15.5,19.5,19.5,20,20,17,8.5,17.5,19.5,20,17.5,16,null,null,17.5,19,11,19.5,19.5,15.5,16,17,16.5,18.47674419
VARANASI,EDC II JAUNPUR,"EDD BADALAPUR,JAUNPUR",33/11 KV SIKRARA,MACHHLISHAHAR,HP9000563,23.5,17.5,18.5,21,24,19,17,23.5,19.5,24,22.5,24,24,20.5,21,20,19.5,19.5,20,17,17,20,22,18,19.5,19.5,19.5,21,19.5,21.5,19,21,17.5,19,null,16,14.5,21.5,18,19.5,21,17.5,17,20,16,19.78409091
VARANASI,EDC-JAUNPUR,EDD JAUNPUR NAGAR,33/11 KV NAI GANJ,TOWN-3,HP9000600,24,24,24,24,24,24,24,24,24,24,24,24,24,24,17,24,24,24,24,24,24,22,24,24,24,24,24,24,24,24,24,24,23,24,23,23.5,21,24,24,24,24,24,24,24,24,23.67777778
VARANASI,EUDC I VARANASI,"EUDD CHAUKAGHAT, VARANASI",33/11 KV CHAUKAGHAT,NATI EMALI,HP9000729,23,23.5,24,24,24,24,24,24,24,24,null,24,24,24,24,24,24,24,24,24,23,23.5,24,24,24,23.5,23.5,24,24,24,24,24,24,24,null,23.5,24,24,24,24,24,24,24,24,24,23.89534884
VARANASI,EDC-CHANDAULI,EDD CHANDAULI,33/11 KV BILARIDHIH,MILKIPUR,HP9001004,20,18.5,18,19.5,24,19,19.5,19,18,21.5,20.5,18.5,18.5,18,18,20,20.5,19,19,19.5,19,17.5,19.5,19,19,17.5,20,19.5,19,20.5,19.5,19.5,20,19.5,null,17.5,15,18,17,18.5,17.5,16.5,15.5,17,17,18.79545455
MIRZAPUR,EDC-MIRZAPUR,EDD MIRZAPUR,132/33/11 KV PATHARHIYA,Industrial estate,SC10292588,24,24,23.5,23.5,24,24,24,24,24,24,24,24,24,24,null,24,24,24,24,24,24,23.5,24,24,24,23.5,24,24,24,24,24,24,24,24,24,24,24,24,23,24,24,21.5,24,24,24,23.875
VARANASI,EUDC I VARANASI,"EUDD CHETMANI, VARANASI",33/11 KV BHU,LANKA,SC10293115,24,23.5,24,24,24,23.5,24,24,24,24,24,24,24,24,24,24,24,24,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23.5,24,24,24,24,24,24,24,24,24,23.94444444
PRAYAGRAJ,EUDC I PRAYAGRAJ,EUDD RAMBAGH,33/11 KV FORT ROAD,11 KV MATIYARA,SC10349646,24,24,22,23.5,24,24,24,24,23.5,24,24,24,24,24,24,24,24,24,20.5,24,23.5,24,24,24,24,24,24,24,24,24,null,null,15,8,24,24,24,23.5,24,24,24,24,24,24,24,23.24418605
MIRZAPUR,EDC BHADOHI,EDD I BHADOHI,33/11 KV DHARORAH,SUBSTATION1,SC10292958,23,21,22.5,23,24,22.5,22.5,24,22.5,24,24,24,24,22.5,23,23,22.5,22.5,22.5,22.5,21,21,23,22,22.5,22.5,22.5,19.5,22.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22.62068966
PRAYAGRAJ,EUDC I PRAYAGRAJ,EUDD NAINI,33/11 KV ARIAL,DUDA COLONY,HP8500176,8,9,10,16.5,19,20,20,24,13,17,23,15.5,13,4,15.5,24,24,24,24,22,20,24,22,24,24,21.5,24,24,18,24,22.5,24,17,13.5,19,23,23,23.5,24,23,24,24,15,9.5,14,19.33333333
PRAYAGRAJ,EUDC I PRAYAGRAJ,EUDD KARELABAGH,33/11 KV KARELA BAGH,WATER WORKS-II,HP8500329,24,24,24,22.5,16.5,24,24,24,24,24,24,24,24,21,24,24,24,24,24,24,24,24,24,24,24,24,24,23.5,24,24,23.5,24,19.5,24,23.5,24,24,24,23.5,23,23.5,24,24,24,24,23.55555556
PRAYAGRAJ,EUDC II PRAYAGRAJ,EUDD MEOHALL,33/11 KV BAILEY ROAD,11 KV O/G NAYA PURWA,HP8500378,24,24,24,23.5,24,24,24,24,24,24,23.5,24,24,24,24,24,23,23,24,24,24,24,23.5,24,24,24,24,23,20,19,20.5,22,23.5,23.5,24,24,24,24,22,22,24,24,24,24,24,23.46666667
PRAYAGRAJ,EDC KAUSHAMBI,EDD KAUSHAMBI,33/11 KV AJHUWA TOWN,AJHUWA TOWN,HP8500463,23,21.5,22.5,22.5,24,21.5,22,22.5,22.5,23.5,22.5,23,22.5,23,23,22.5,22.5,22.5,null,22.5,18,23,22.5,22,22.5,22.5,22.5,21.5,23,22.5,22.5,22.5,14,22.5,22.5,22,23,21.5,22,23,22.5,22.5,22,22,22.5,22.19318182
PRAYAGRAJ,EDC KAUSHAMBI,EDD KAUSHAMBI,33/11 KV  SIRATHU,KANWAR,HP8500506,20.5,19,18,18.5,21.5,18,19,20.5,17,20.5,20.5,15,18.5,22,null,20.5,19,19.5,19.5,18,17,16,21.5,16.5,19,19.5,17.5,16.5,16,15,19.5,19.5,14,20.5,20,18,14,21,14,13,17.5,16,15,14.5,16.5,18.01136364
MIRZAPUR,EDC SONBHADRA,EDD PIPARI,33/11 KV Ghiwahi,Vindham ganj,HP8500669,19.5,19,19,18.5,24,18.5,19,19,18.5,19,19,19,19,19,19,19,19,19,null,19,18.5,19.5,19,18.5,19,19.5,19,16.5,19,19,19,19,19,19,18.5,20.5,19.5,19,19,19,19,18.5,19,19,19,19.05681818
AZAMGARH,EDC I AZAMGARH,"EDD SAGADI,AZAMGARH",MAHARAJGANJ,Town,HP9000019,23.5,21,23,23,24,22.5,22,22.5,22,22,null,22,23.5,null,22.5,23,23,22.5,23.5,22.5,21,23,23.5,22.5,22,23.5,22,21,21.5,22.5,23.5,21.5,22,22,null,20,23.5,23.5,22.5,23,23.5,23,22.5,22,22.5,22.51190476
AZAMGARH,EDC II AZAMGARH,EDD PHOOLPUR,33/11 KV FARIDABAD,AMBARPUR,HP9000170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0
VARANASI,EDC GHAZIPUR,"EDD JANGIPUR,GHAZIPUR",33/11 KV JAKHANIA,PADAMPUR,HP9000793,20,19.5,19.5,19.5,24,19.5,20,19,18.5,20,20.5,20.5,19,19,17,18.5,19.5,18.5,19,19,18.5,22,20,19,19,19.5,19.5,18,19.5,19,17.5,18,18.5,15.5,null,16.5,16.5,17.5,19,17.5,16.5,17.5,15.5,16.5,16.5,18.70454545
AZAMGARH,EDC-MAU,"EDD GHOSI,MAU",33/11 KV Korauli,Gofa,HP9000846,24,21.5,19.5,21,21.5,19,19,21.5,20,24,22,23.5,24,22,20.5,21,19.5,19.5,19.5,18.5,19,21,23,19.5,20.5,19,18.5,17.5,19,18.5,19,19,19,16,14,14,9,17,15.5,16,16.5,13.5,13.5,13,16.5,18.84444444
AZAMGARH,EDC-MAU,"EDD KOPAGANJ,MAU",33/11 KV Hiranpur,Hiranpur,HP9000862,20.5,19.5,19.5,21,24,20,20,21.5,20,23,22,20.5,22,19.5,19.5,19,19.5,19,18.5,18,19,23.5,20,18,18.5,18,17.5,15,19,16,18,18.5,16.5,14.5,14,14.5,12.5,15.5,14.5,15.5,16,16,15.5,16.5,17.5,18.36666667
VARANASI,EDC GHAZIPUR,EDD ZAMANIA,33/11 KV REWTIPUR,REWATIPUR,HP9000933,23,20.5,19.5,21.5,24,19.5,20,21.5,20,23.5,22.5,21,21,21,17.5,21.5,19,19.5,20,19,18,21.5,22.5,20,19.5,19.5,18,20.5,20,20.5,18.5,20.5,19,19.5,null,17.5,17,21,21,21.5,21.5,22,19.5,22,20,20.35227273
VARANASI,EDC-CHANDAULI,EDD CHANDAULI,33/11 KV ZEONATH PUR,DAIRY,HP9001010,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23.5,24,24,24,24,21.5,24,24,24,24,23.5,24,24,null,23.5,24,24,24,24,24,24,24,24,24,23.90909091
VARANASI,EUDC II VARANASI,"EUDD SARNATH, VARANASI",33/11 KV PANDEYPUR,DEENDAYAL HOSPITAL,HP9001080,24,24,24,24,24,24,24,24,null,24,24,24,24,24,24,24,24,24,22.5,24,24,23,24,24,22,24,24,24,24,24,24,24,23.5,24,null,23,24,24,24,24,24,24,24,24,24,23.86046512
AZAMGARH,EDC BALLIA,"EDD BAIRIYA,BALLIA",33/11 KV SONWANI,Bigahi,HP9001130,23.5,19,18,20.5,17,20,19.5,23,19.5,22,23.5,24,21.5,19,20,21,19.5,18.5,19,18.5,18.5,17.5,15,19,17,20,19,16,12.5,18.5,19.5,19,17,16.5,null,17,23,21.5,20,19.5,22,16.5,15,14,13.5,18.94318182
PRAYAGRAJ,EDC PRATAPGARH,"EDD KUNDA,PRATAPGARH",33/11 KV KUNDA TEHSIL,TOWN-1,SC10292699,23,21.5,22.5,23.5,24,22.5,22.5,24,22.5,24,24,23.5,24,22.5,null,23,22.5,22.5,22.5,22.5,null,20.5,23,22,22.5,22.5,22.5,22.5,22.5,23,22.5,22.5,22,22.5,22.5,20.5,23,23,22.5,23,23,23,21,23,22,22.65116279
VARANASI,EUDC I VARANASI,"EUDD MADHAULI, VARANASI",33/11 KV BHATTI,KUSHWAHA NAGAR,SC10293186,24,24,24,24,24,23.5,24,24,24,23,24,24,24,23.5,24,24,24,23.5,24,24,19.5,19,24,24,24,24,24,21.5,24,24,24,24,24,24,19.5,null,24,24,24,20,21,19.5,24,24,21,23.23863636
VARANASI,EUDC I VARANASI,"EUDD CHETMANI, VARANASI",33/11 KV KARONDI,CHITAIPUR,SC10293189,24,24,24,24,24,24,24,24,24,24,null,24,24,24,23.5,24,24,24,24,24,24,24,24,null,24,24,24,24,24,24,24,24,24,24,23,23,24,24,24,24,24,24,24,24,24,23.94186047
